title,text,rating
"""totally unimpressed""","['trip', 'verified', 'melbourne', 'auckland', 'know', 'emirates', 'combined', 'qantas', 'now', 'wow', 'downgrade', 'quality', 'airship', 'i', 'm', 'used', 'nice', 'clean', 'quiet', 'plane', 'travel', 'that', 's', 'chose', 'emirates', 'ways', 'return', 'trip', 'emirates', 'don', 't', 'fly', 'trans', 'tasman', 'anymore', 'qantas', 'plane', 'dirty', 'aircon', 'start', 'runing', 'fod', 'choices', 'time', 'stewards', 'arive', 'us', 'loking', 'airlines', 'travel', 'future', 'totaly', 'unimpresed']",0
"""I would definitely recommend""","['trip', 'verified', 'perth', 'singapore', 'first', 'time', 'flying', 'qantas', 'long', 'time', 'interested', 'se', 'much', 'changed', 'aircraft', 'pleasantly', 'clean', 'cabin', 'crew', 'warm', 'friendly', 'boarding', 'aircraft', 'seat', 'pilow', 'blanket', 'nice', 'se', 'however', 'day', 'flight', 'stored', 'overhead', 'locker', 'duration', 'flight', 'left', 'slightly', 'late', 'ended', 'ariving', 'slightly', 'late', 'singapore', 'inflight', 'entertainment', 'form', 'personal', 'ipad', 'devices', 'qantas', 'entertainment', 'ap', 'alows', 'select', 'large', 'variety', 'films', 'tv', 'series', 'audio', 'boks', 'more', 'must', 'say', 'one', 'best', 'inflight', 'entertainment', 'systems', 'economy', 'cabin', 'sen', 'ipad', 'much', 'responsive', 'seatmounted', 'sets', 'get', 'outdated', 'quickly', 'able', 'watch', 'films', 'flight', 'god', 'quality', 'headsets', 'hand', 'leave', 'lot', 'desired', 'sufice', 'if', 'own', 'bring', 'theyl', 'fit', 'ipad', 'meal', 'boked', 'online', 'flight', 'promptly', 'brought', 'tasty', 'ice', 'cream', 'chocolate', 'bar', 'later', 'flight', 'nice', 'touch', 'crew', 'also', 'kept', 'drinks', 'filed', 'kept', 'ofering', 'teacofe', 'god', 'se', 'apreciated', 'route', 'competitive', 'airlines', 'think', 'qantas', 'give', 'run', 'money', 'would', 'definitely', 'recomend']",1
"""relaxed and friendly""","['trip', 'verified', 'sydney', 'perth', 'check', 'in', 'albeit', 'faulty', 'bags', 'first', 'smoth', 'flight', 'left', 'arived', 'time', 'aircraft', 'wel', 'maintained', 'inflight', 'entertainment', 'remarkable', 'breakfast', 'hot', 'fresh', 'best', 'part', 'flight', 'crew', 'relaxed', 'friendly', 'know', 'lok', 'customers', 'genuine', 'courtesy', 'however', 'note', 'safety', 'demonstration', 'complicated', 'folow', 'audio', 'match', 'demonstration', 'shown', 'manualy']",1
"""reason not to fly Qantas""","['trip', 'verified', 'sydney', 'london', 'via', 'dubai', 'moscow', 'careful', 'boking', 'qantas', 'may', 'think', 'boking', 'flight', 'standard', 'bagage', 'alowances', 'etc', 'boking', 'via', 'website', 'so', 'learned', 'flight', 'code', 'share', 'receive', 'bagage', 'alowance', 'flight', 'even', 'though', 'boked', 'qantas', 'website', 'part', 'ticket', 'route', 'share', 'also', 'qantas', 'flight', 'number', 'open', 'whole', 'new', 'mes', 'british', 'airways', 'bagage', 'alowance', 'kgs', 'qantas', 'bagage', 'alowance', 'kgs', 'trip', 'boked', 'qantas', 'online', 'one', 'word', 'prewarning', 'advisement', 'shared', 'time', 'making', 'boking', 'infact', 'loked', 'online', 'ticket', 'confirmation', 'mention', 'bagage', 'alowance', 'made', 'al', 'cal', 'check', 'hold', 'hour', 'talk', 'qantas', 'rep', 'get', 'advised', 'no', 'nothing', 'do', 'unles', 'wish', 'cancel', 'ticket', 'rebok', 'elsewhere', 'another', 'reason', 'fly', 'qantas']",0
"""free Wi-Fi was offered""","['trip', 'verified', 'cairns', 'sydney', 'aircraft', 'felt', 'new', 'great', 'lighting', 'seats', 'flight', 'compared', 'way', 'sydney', 'cairns', 'online', 'checkin', 'breze', 'ground', 'staf', 'fantastic', 'flight', 'smoth', 'inflight', 'entertainment', 'available', 'device', 'via', 'qantas', 'ap', 'decent', 'selection', 'content', 'great', 'fre', 'wifi', 'ofered', 'throughout', 'whole', 'flight', 'touch', 'service', 'realy', 'elevated', 'whole', 'flying', 'experience', 'snack', 'served', 'board', 'smal', 'job', 'short', 'flight']",1
"""not able to find a solution""","['trip', 'verified', 'brisbane', 'auckland', 'problem', 'ticket', 'imposible', 'contact', 'phone', 'email', 'airport', 'even', 'simple', 'problem', 'like', 'changing', 'name', 'ticket', 'able', 'find', 'solution', 'even', 'trying', 'help', 'customer', 'employes', 'rude', 'terible', 'service']",0
"""a bit hit and miss""","['trip', 'verified', 'flight', 'sydney', 'cairns', 'qantas', 'bit', 'hit', 'mis', 'online', 'self', 'checkin', 'easy', 'flight', 'boarding', 'breze', 'aircraft', 'older', 'age', 'showing', 'entering', 'plane', 'cabin', 'seats', 'carpet', 'felt', 'old', 'worn', 'out', 'staf', 'board', 'atentive', 'friendly', 'snack', 'served', 'smal', 'tasty', 'flight', 'entertainment', 'ofered', 'form', 'qantas', 'ap', 'alowing', 'streaming', 'prety', 'decent', 'selection', 'content', 'personal', 'devices']",0
"""Never again will I fly Qantas""","['trip', 'verified', 'sydney', 'beijing', 'paid', 'extra', 'legrom', 'seat', 'asigned', 'recline', 'though', 'broken', 'flight', 'ful', 'nowhere', 'move', 'sat', 'sit', 'upright', 'hour', 'flight', 'adition', 'aircraft', 'realy', 'old', 'groty', 'seat', 'back', 'scren', 'tiny', 'sound', 'worked', 'one', 'earpiece', 'complained', 'cabin', 'crew', 'said', 'would', 'arange', 'compensation', 'nothing', 'hapened', 'complained', 'qantas', 'email', 'response', 'never', 'fly', 'qantas']",0
"""worst customer service""","['trip', 'verified', 'melbourne', 'singapore', 'qantas', 'worst', 'customer', 'service', 'numerous', 'erors', 'emirates', 'boking', 'admit', 'mistakes', 'staf', 'airport', 'disrespectful', 'arogant', 'never', 'recomend', 'airline', 'again']",0
"""never trust Qantas again""","['trip', 'verified', 'singapore', 'london', 'heathrow', 'son', 'boked', 'fly', 'august', 'th', 'qantas', 'unacompanied', 'minor', 'service', 'flight', 'delayed', 'ground', 'crew', 'told', 'aunt', 'flight', 'left', 'could', 'go', 'home', 'end', 'flight', 'delayed', 'hours', 'qantas', 'ground', 'crew', 'contact', 'relatives', 'despite', 'numbers', 'end', 'aunt', 'contacted', 'woried', 'airport', 'staf', 'member', 'flight', 'tracker', 'acurately', 'updated', 'several', 'hours', 'none', 'us', 'aware', 'flight', 'left', 'dangerous', 'recomend', 'bok', 'qantas', 'um', 'child', 'singapore', 'airlines', 'expensive', 'whole', 'beter', 'clas', 'service', 'never', 'trust', 'qantas', 'again', 'promised', 'ful', 'investigation', 'highly', 'sceptical', 'take', 'place']",0
"""avoid the miserable 737""","['verified', 'go', 'sydney', 'auckland', 'frequently', 'trips', 'year', 'way', 'avoid', 'miserable', 'qantas', 'flights', 'comonly', 'used', 'route', 'a', 'flights', 'chose', 'instead', 'almost', 'always', 'minutes', 'hours', 'late', 'departing', 'directions', 'due', 'late', 'arival', 'inbound', 'aircraft', 'time', 'qantas', 'sorted', 'out', 'even', 'take', 'time', 'invariably', 'arive', 'late', 'due', 'sydney', 'air', 'trafic', 'control', 'probably', 'true', 'god', 'features', 'trips', 'include', 'decent', 'meal', 'service', 'particularly', 'salad', 'option', 'although', 'god', 'discontinued', 'emirates', 'sydakl', 'flights', 'meal', 'service', 'blast', 'past', 'terms', 'quality', 'quantity', 'seats', 'newish', 'ok', 'hour', 'flight', 'several', 'a', 'planes', 'got', 'ife', 'screns', 'instead', 'get', 'given', 'ipad', 'might', 'work', 'time', 'wifi', 'concern', 'shiny', 'silver', 'metal', 'bracket', 'seatback', 'front', 'aparently', 'designed', 'hold', 'ipad', 'position', 'flight', 'also', 'takeof', 'landing', 'clearly', 'could', 'impale', 'forehead', 'kind', 'emergency', 'braking', 'situation', 'unsafe', 'flights', 'told', 'leave', 'ipad', 'position', 'seatback', 'safer', 'flights', 'told', 'remove', 'exposing', 'bracket', 'takeof', 'landing']",0
"""was upgraded to business class""","['trip', 'verified', 'brisbane', 'christchurch', 'return', 'checkin', 'easy', 'gold', 'frequent', 'flyer', 'given', 'priority', 'boarding', 'card', 'first', 'time', 'ever', 'card', 'worked', 'given', 'priority', 'aces', 'security', 'atendant', 'even', 'stoped', 'line', 'sloted', 'front', 'qantas', 'lounge', 'brisbane', 'international', 'welcoming', 'comfortable', 'lined', 'board', 'mesage', 'phone', 'indicated', 'upgraded', 'busines', 'clas', 'first', 'time', 'years', 'flying', 'qantas', 'nice', 'touch', 'great', 'flight', 'christchurch', 'airport', 'plane', 'front', 'dor', 'airport', 'minutes', 'can', 't', 'beat', 'that', 'return', 'flight', 'uneventful', 'row', 'front', 'economy', 'dresed', 'like', 'premium', 'economy', 'biger', 'jets', 'including', 'pilows', 'noise', 'canceling', 'headphones', 'let', 'entire', 'trip', 'minute', 'wait', 'bags', 'brisbane', 'international']",1
"""service was ok but not extraordinary""","['trip', 'verified', 'qf', 'london', 'heathrow', 'singapore', 'busines', 'uneventful', 'flight', 'service', 'ok', 'extraordinary', 'prediner', 'drinks', 'aparently', 'ofered', 'anymore', 'quick', 'meal', 'service', 'fod', 'bland', 'maybe', 'chosen', 'wrong', 'option', 'qf', 'premium', 'economy', 'fod', 'beter', 'previous', 'leg', 'busines', 'premium', 'economy', 'seat', 'fine', 'except', 'pasenger', 'front', 'puts', 'seatback', 'sleping', 'position', 'decent', 'way', 'get', 'seat', 'pasenger', 'midle', 'seat', 'wants', 'get', 'gymnastics', 'get', 'seat', 'strange', 'situation', 'seat', 'alocation', 'bulk', 'seat', 'f', 'day', 'travel', 'disapeared', 'seat', 'listing', 'caling', 'qantas', 'told', 'reseated', 'infant', 'boked', 'seat', 'wel', 'may', 'gues', 'infant', 'seat', 'using', 'basinet', 'neither', 'pasenger', 'tok', 'seat', 'related', 'pasengers', 'row', 'mind', 'reseated', 'seat', 'would', 'used', 'infant', 'want', 'get', 'incorect', 'information', 'case', 'unprofesional', 'behaviour', 'airline', 'towards', 'top', 'tier', 'travelers']",0
"""seats were very comfortable""","['trip', 'verified', 'traveled', 'london', 'heathrow', 'sydney', 'year', 'old', 'daughter', 'flight', 'busy', 'asigned', 'seats', 'b', 'seats', 'comfortable', 'lots', 'leg', 'rom', 'seat', 'fot', 'net', 'comfortable', 'alowed', 'get', 'god', 'nights', 'slep', 'crew', 'friendly', 'helpful', 'on', 'legs', 'isue', 'headset', 'plus', 'inside', 'left', 'arm', 'rest', 'kept', 'dislodged', 'moved', 'around', 'seat', 'would', 'hapily', 'travel', 'qantas', 'again', 'recomended', 'friends', 'family']",1
"""the overall flight experience was amazing""","['trip', 'verified', 'brisbane', 'sydney', 'smoth', 'journey', 'amazing', 'cabin', 'crew', 'greted', 'wel', 'boarding', 'proces', 'take', 'schedule', 'compared', 'previous', 'flight', 'inflight', 'service', 'ofered', 'lunch', 'service', 'plenty', 'beverage', 'variety', 'ife', 'slightly', 'limited', 'though', 'flight', 'hour', 'long', 'adequate', 'crew', 'stod', 'recent', 'memory', 'beyond', 'friendly', 'great', 'chat', 'incredibly', 'engaging', 'touch', 'sydney', 'bumpy', 'strong', 'winds', 'overal', 'flight', 'experience', 'amazing']",1
"""issue with deplaning""","['trip', 'verified', 'sydney', 'brisbane', 'everything', 'started', 'fine', 'checkin', 'lounge', 'aces', 'boarding', 'there', 'minute', 'delay', 'bagage', 'cargo', 'loaded', 'finalisation', 'paperwork', 'understand', 'many', 'delays', 'operate', 'wide', 'body', 'aircraft', 'domestic', 'routes', 'something', 'always', 'come', 'unhinged', 'onboard', 'service', 'god', 'make', 'unecesary', 'delay', 'ife', 'limited', 'best', 'content', 'past', 'experience', 'landed', 'brisbane', 'another', 'isue', 'deplaning', 'delayed', 'another', 'minutes', 'pilot', 'park', 'apropriately', 'time', 'definitely', 'tel', 'large', 'number', 'pasengers', 'geting', 'iritated', 'simple', 'fact', 'trained', 'pilot', 'park', 'plane', 'properly', 'fly', 'qantas', 'cant', 'suficiently', 'fly', 'a', 'domestic', 'routes', 'without', 'consistency', 'schedule', 'stick', 'much', 'beter', 'way', 'plus', 'fre', 'wide', 'body', 'aircraft', 'international', 'routes']",0
"""disappointed with lunch""","['trip', 'verified', 'traveled', 'qantas', 'busines', 'clas', 'departed', 'pm', 'melbourne', 'brisbane', 'disatisfied', 'disapointed', 'lunch', 'meal', 'selection', 'selection', 'either', 'potato', 'lek', 'soup', 'sandwich', 'salad', 'think', 'apropriate', 'substantial', 'lunch', 'reply', 'received', 'qantas', 'also', 'inadequate', 'dismisive', 'reply', 'ful', 'airline', 'promising', 'high', 'quality', 'variety', 'fod', 'beverage', 'selection', 'unfortunately', 'failed', 'deliver', 'personal', 'experience', 'wondering', 'ofer', 'economy', 'clas', 'lunch', 'travel', 'busines', 'clas', 'recently', 'airline', 'removed', 'music', 'ife', 'tv', 'scren', 'ife', 'ap', 'even', 'audio', 'page', 'stil', 'showing', 'extensive', 'selection', 'cd', 'library', 'latest', 'pop', 'jaz', 'rock', 'clasic', 'albums', 'available', 'prepared', 'ned', 'byo', 'music', 'podcasts', 'talking', 'busines', 'kids', 'audio', 'boks', 'available', 'interested', 'in', 'cabin', 'staf', 'also', 'advised', 'movie', 'provided', 'drop', 'scren', 'aircraft', 'please', 'download', 'ap', 'travel', 'especialy', 'travel', 'overseas']",0
"""Very bad experience""","['verified', 'canbera', 'tamworth', 'via', 'sydney', 'qantas', 'decided', 'waste', 'min', 'canbera', 'morning', 'making', 'arival', 'sydney', 'min', 'late', 'staf', 'canbera', 'sydney', 'plane', 'asked', 'get', 'first', 'run', 'gate', 'ground', 'staf', 'advised', 'coming', 'waiting', 'several', 'minutes', 'bag', 'taged', 'premium', 'hand', 'lugage', 'ran', 'gate', 'told', 'flight', 'closed', 'minutes', 'ago', 'boked', 'pm', 'flight', 'said', 'bad', 'luck', 'cant', 'anything', 'else', 'asked', 'lounge', 'pas', 'reply', 'no', 'bad', 'experience']",0
"""surprisingly little legroom""","['trip', 'verified', 'perth', 'brisbane', 'flight', 'qantas', 'ofered', 'bne', 'widebody', 'aircraft', 'al', 'direct', 'flights', 'opted', 'redeye', 'flight', 'brisbane', 'terific', 'service', 'ground', 'crew', 'short', 'delay', 'boarding', 'surprised', 'se', 'lack', 'seat', 'back', 'tv', 'screns', 'onboard', 'ipad', 'variety', 'audio', 'video', 'entertainment', 'meal', 'service', 'snack', 'rather', 'breakfast', 'served', 'prior', 'landing', 'botled', 'water', 'provided', 'seat', 'surprisingly', 'litle', 'legrom', 'crew', 'sector', 'terific', 'imaculate', 'service', 'would', 'recomend']",1
"""a wonderful flight""","['trip', 'verified', 'brisbane', 'adelaide', 'terific', 'ground', 'service', 'wonderful', 'cabin', 'crew', 'hr', 'flight', 'adelaide', 'diner', 'service', 'wonderful', 'choice', 'pork', 'cury', 'complimentary', 'ber', 'wine', 'however', 'aircraft', 'ancient', 'old', 'generation', 'dropdown', 'lcd', 'screns', 'starting', 'show', 'age', 'despite', 'this', 'wonderful', 'flight']",1
"""new seats are comfortable""","['trip', 'verified', 'sydney', 'osaka', 'refurbished', 'a', 'due', 'mechanical', 'fault', 'flight', 'delayed', 'hours', 'qantas', 'giving', 'regular', 'updates', 'due', 'this', 'arival', 'osaka', 'midle', 'night', 'option', 'public', 'transport', 'city', 'qantas', 'aranged', 'several', 'buses', 'varying', 'locations', 'pasengers', 'service', 'onboard', 'god', 'including', 'staf', 'dealing', 'wel', 'dificult', 'situation', 'arguing', 'couple', 'new', 'entertainment', 'system', 'worked', 'wel', 'new', 'seats', 'comfortable', 'although', 'fot', 'nest', 'awkward', 'proper', 'folding', 'fot', 'rest', 'would', 'much', 'beter', 'would', 'god', 'received', 'amenity', 'kit', 'return', 'flight']",1
"""polite and friendly to a fault crews""","['trip', 'verified', 'hard', 'fault', 'short', 'haul', 'flight', 'qantas', 'terminal', 'syd', 'spacious', 'easy', 'selfservice', 'bag', 'drop', 'helpful', 'staf', 'anything', 'goes', 'wrong', 'many', 'shops', 'cafes', 'facilities', 'right', 'gates', 'boarding', 'eficient', 'ontime', 'outbound', 'return', 'flights', 'real', 'gem', 'flights', 'polite', 'friendly', 'fault', 'crews', 'greted', 'pasenger', 'warmth', 'name', 'arival', 'flight', 'despite', 'short', 'hour', 'trip', 'crew', 'profesional', 'delivered', 'snack', 'drinks', 'service', 'tasty', 'much', 'apreciated', 'whole', 'proces', 'went', 'smothly', 'begining', 'end', 'cant', 'realy', 'ask', 'much', 'more', 'qantas', 'short', 'haul', 'domestic', 'product', 'certainly', 'worth', 'cheaper', 'rivals', 'especialy', 'checked', 'lugage', 'included', 'ticket', 'price', 'great', 'experience']",1
"""Could not fault them""","['trip', 'verified', 'impresed', 'qantas', 'could', 'fault', 'them', 'safety', 'clearly', 'best', 'world', 'service', 'incredible', 'pilots', 'tok', 'time', 'say', 'farewel', 'pasengers', 'that', 's', 'never', 'hapened', 'virgin', 'employer', 'used', 'bok', 'on', 'flying', 'qantas', 'on']",1
"""were a little unsatisfied""","['trip', 'verified', 'los', 'angeles', 'melbourne', 'litle', 'unsatisfied', 'recent', 'trip', 'melbourne', 'los', 'angeles', 'seats', 'entertainment', 'okay', 'fod', 'served', 'unpleasant', 'example', 'served', 'snack', 'midle', 'flight', 'samosa', 'goey', 'chese', 'ham', 'unsatisfactory', 'fod', 'hour', 'flight', 'made', 'trip', 'unpleasant']",0
"""staff were bored with their jobs""","['trip', 'verified', 'johanesburg', 'sydney', 'paid', 'busines', 'clas', 'expecting', 'best', 'service', 'fod', 'instead', 'firstly', 'wet', 'towels', 'board', 'wake', 'up', 'side', 'side', 'seating', 'climb', 'neighbours', 'legs', 'old', 'noisy', 'hel', 'jumbo', 'smal', 'tv', 'scren', 'menu', 'piece', 'a', 'paper', 'copying', 'marks', 'it', 'choice', 'wines', 'red', 'white', 'sir', 'salad', 'four', 'tiny', 'pieces', 'letuce', 'leaf', 'dresing', 'main', 'meal', 'ok', 'outstanding', 'asked', 'chese', 'expecting', 'presentation', 'board', 'instead', 'got', 'one', 'smal', 'piece', 'chedar', 'one', 'smal', 'piece', 'brie', 'thre', 'smal', 'crackers', 'thre', 'grapes', 'ask', 'drinks', 'staf', 'bored', 'jobs', 'wiling', 'kep', 'checking', 'you']",0
"""try to steer clear of Qantas""","['trip', 'verified', 'singapore', 'melbourne', 'long', 'flight', 'romeistsin', 'turkish', 'airlines', 'god', 'especialy', 'fod', 'inflight', 'service', 'embark', 'melbourne', 'ofered', 'calzone', 'smal', 'bun', 'filed', 'nothing', 'like', 'calzone', 'icecream', 'stick', 'flight', 'banana', 'breakfast', 'smal', 'selection', 'fruit', 'terible', 'omelete', 'even', 'bread', 'rol', 'bad', 'weak', 'cofe', 'disgusting', 'qantas', 'inflight', 'service', 'improved', 'litle', 'compared', 'international', 'companies', 'shameful', 'fog', 'melbourne', 'unable', 'land', 'diverted', 'sydney', 'finaly', 'back', 'melbourne', 'hours', 'late', 'fault', 'qantas', 'ofered', 'shortbread', 'biscuit', 'dry', 'cracker', 'dip', 'smal', 'botle', 'water', 'terible', 'try', 'ster', 'clear', 'qantas', 'flights', 'future']",0
"""was very impressed""","['trip', 'verified', 'sydney', 'gold', 'coast', 'checkin', 'security', 'smoth', 'afterwards', 'headed', 'qantas', 'club', 'relax', 'departure', 'wel', 'greted', 'boarding', 'impresed', 'customer', 'service', 'ife', 'bit', 'limited', 'though', 'new', 'content', 'plusoveral', 'flight', 'smoth', 'sailing', 'take', 'of', 'refreshment', 'service', 'touch', 'down']",1
"""Pathetic beyond belief""","['trip', 'verified', 'johanesburg', 'sydney', 'qantas', 'huge', 'problem', 'stafing', 'cal', 'centres', 'desks', 'helpchat', 'lines', 'website', 'first', 'aware', 'using', 'browser', 'internet', 'explorer', 'work', 'firefox', 'work', 'try', 'aces', 'online', 'chat', 'comes', 'back', 'busy', 'wait', 'line', 'try', 'cal', 'god', 'minute', 'wait', 'least', 'save', 'money', 'airline', 'clearly', 'cut', 'back', 'esential', 'website', 'design', 'stafing', 'neded', 'help', 'customers', 'fact', 'phone', 'number', 'even', 'listed', 'website', 'could', 'locate', 'folks', 'talking', 'seriously', 'deficient', 'airline', 'unable', 'unwiling', 'asist', 'customers', 'this', 'even', 'though', 'charge', 'extra', 'helping', 'even', 'making', 'money', 'charging', 'help', 'cant', 'bothered', 'pathetic', 'beyond', 'belief']",0
"""The seats were terrible""","['verified', 'auckland', 'melbourne', 'rung', 'customer', 'services', 'prior', 'trip', 'find', 'plane', 'came', 'movies', 'back', 'seat', 'provide', 'tablet', 'clear', 'website', 'simple', 'quick', 'question', 'security', 'risk', 'however', 'customer', 'service', 'person', 'griled', 'many', 'questions', 'firstly', 'eticket', 'name', 'age', 'adres', 'phone', 'number', 'going', 'to', 'day', 'etc', 'neded', 'eticket', 'number', 'check', 'particular', 'aircraft', 'wanted', 'know', 'neded', 'cary', 'tablet', 'hand', 'download', 'ap', 'geting', 'thoroughly', 'anoying', 'questions', 'relevant', 'asked', 'supervisor', 'would', 'put', 'someone', 'unles', 'answered', 'questions', 'realy', 'put', 'atitude', 'towards', 'qantas', 'even', 'flight', 'minutes', 'phone', 'finaly', 'told', 'movies', 'that', 'positive', 'outcome', 'actual', 'flight', 'staf', 'flight', 'friendly', 'obliging', 'seats', 'terible', 'tiniest', 'come', 'acros', 'seat', 'front', 'prety', 'much', 'knes', 'im', 'trays', 'fod', 'even', 'lay', 'flat', 'situated', 'low', 'backs', 'seats', 'meal', 'uncomfortable', 'fod', 'nice', 'god', 'size', 'however', 'even', 'though', 'god', 'points', 'seat', 'comfort', 'important', 'atitude', 'staf', 'member', 'prior', 'flight', 'put', 'every', 'traveling', 'qantas', 'again', 'tok', 'flight', 'one', 'way', 'auckland', 'melbourne', 'earliest', 'morning', 'virgin', 'aliance', 'air', 'nz', 'want', 'fly', 'virgin', 'due', 'meals', 'entertainment', 'however', 'aliance', 'virgin', 'air', 'nz', 'end', 'lok', 'forward', 'flying', 'ways', 'air', 'nz', 'future']",0
"""is a shambolic airline""","['trip', 'verified', 'sydney', 'bangkok', 'june', 'flown', 'domestic', 'arm', 'qantas', 'hours', 'could', 'laughable', 'pathetic', 'organization', 'urgent', 'ned', 'fly', 'bangkok', 'meant', 'first', 'available', 'flight', 'ex', 'syd', 'given', 'domestic', 'conections', 'qantas', 'choice', 'flight', 'departure', 'delayed', 'information', 'forthcoming', 'why', 'eventualy', 'informed', 'would', 'boarding', 'late', 'due', 'late', 'arival', 'aircraft', 'departs', 'gate', 'capt', 'advises', 'technical', 'problem', 'return', 'gate', 'only', 'pax', 'sat', 'waiting', 'waiting', 'finaly', 'departed', 'hours', 'late', 'ading', 'stres', 'already', 'stresed', 'circumstances', 'row', 'whilst', 'seated', 'observing', 'young', 'female', 'cabin', 'crew', 'member', 'seated', 'exit', 'adjacent', 'us', 'wonderful', 'conversation', 'pasengers', 'also', 'row', 'seats', 'b', 'hear', 'cabin', 'crew', 'member', 'ofer', 'son', 'seat', 'belt', 'sign', 'went', 'of', 'drink', 'alcoholic', 'real', 'glases', 'plastic', 'served', 'members', 'catle', 'clas', 'whilst', 'loked', 'waited', 'remembering', 'already', 'departed', 'waited', 'hours', 'late', 'apears', 'qantas', 'mandatory', 'hours', 'waiting', 'time', 'start', 'serving', 'drinks', 'meals', 'take', 'of', 'shambolic', 'airline', 'given', 'circumstances', 'behind', 'reason', 'travel', 'left', 'us', 'sour', 'taste', 'mouth']",0
"""to provide boarding passes""","['trip', 'verified', 'flight', 'delayed', 'rerouted', 'san', 'francisco', 'this', 'comon', 'ocurence', 'almost', 'art', 'form', 'first', 'world', 'country', 'third', 'world', 'airlines', 'known', 'usa', 'airline', 'refused', 'provide', 'boarding', 'pases', 'conecting', 'flight', 'contracted', 'do', 'canot', 'get', 'pasenger', 'friendly', 'organisation', 'known', 'tsa', 'get', 'boarding', 'pas', 'qantas', 'deserts', 'checkin', 'early', 'stod', 'min', 'watching', 'international', 'conection', 'board', 'depart', 'second', 'time', 'qantas', 'done', 'me', 'ofer', 'hotel', 'atempt', 'adres', 'serial', 'problem', 'want', 'get', 'usa', 'use', 'one', 'carier', 'oneworld', 'con', 'talk', 'hapen', 'qantas', 'ful', 'care']",0
Qantas Airways customer review,"['trip', 'verified', 'auckland', 'brisbane', 'used', 'always', 'get', 'acknowledged', 'frequent', 'flyer', 'gold', 'member', 'flying', 'last', 'six', 'flights', 'i', 've', 'qantas', 'australia', 'new', 'zealand', 'back', 'i', 've', 'noticed', 'i', 'm', 'acknowledged', 'anymore', 'must', 'platinum', 'members', 'flying', 'economy', 'that', 's', 'god', 'however', 'would', 'also', 'give', 'expres', 'lane', 'card', 'use', 'landing', 'brisbane', 'night', 'thought', 'i', 'd', 'mention', 'isn', 't', 'expres', 'lane', 'night', 'saw', 'giving', 'qantas', 'frequent', 'flyers', 'gigle', 'imagining', 'got', 'plane', 'imagine', 'platinum', 'don', 't', 'get', 'anymore', 'get', 'welcomed', 'onto', 'plane', 'like', 'used', 'to', 'flew', 'last', 'night', 'noticed', 'lady', 'acknowledged', 'gentlemen', 'front', 'moved', 'chair', 'thought', 'i', 'm', 'geting', 'welcomed', 'back', 'stoped', 'loked', 'moved', 'another', 'man', 'suposed', 'sit', 'next', 'decided', 'wanted', 'move', 'empty', 'row', 'space', 'went', 'him', 'maybe', 'don', 't', 'lok', 'like', 'frequent', 'flyer', 'ok', 'to', 'manager', 'comes', 'acknowledges', 'man', 'front', 'stops', 'kept', 'moving', 'thought', 'maybe', 'also', 'forgot', 'man', 'moved', 'to', 'qantas', 'stuck', 'would', 'fly', 'emirates', 'give', 'many', 'reasons', 'ditch', 'you']",0
"""Uneventful smooth flight""","['trip', 'verified', 'melbourne', 'brisbane', 'uneventful', 'smoth', 'flight', 'departed', 'arived', 'time', 'swet', 'biscuits', 'afternon', 'tea', 'nice', 'flight', 'atendants', 'fine', 'bag', 'arived', 'quickly', 'carousel']",1
"""quality has slipped so far""","['trip', 'verified', 'melbourne', 'brisbane', 'codeshare', 'flight', 'shock', 'airport', 'found', 'i', 'd', 'downgraded', 'economy', 'could', 'live', 'aparently', 'weather', 'melbourne', 'caused', 'hr', 'delay', 'taking', 'of', 'airlines', 'flights', 'delayed', 'tok', 'us', 'fols', 'buying', 'lie', 'finaly', 'boarded', 'crew', 'miserable', 'surly', 'lunch', 'awful', 'choice', 'smal', 'ham', 'sandwich', 'tiny', 'morsels', 'chicken', 'couple', 'wedges', 'hapy', 'meal', 'biger', 'service', 'quality', 'sliped', 'far', 'sad', 'se', 'one', 'great', 'airline', 'slip', 'far', 'moviestv', 'shows', 'back', 'seat', 'screns', 'rubish', 'seat', 'pocket', 'front', 'don', 't', 'even', 'get', 'magazine', 'more']",0
"""Incredibly disappointed""","['verified', 'brisbane', 'sydney', 'incredibly', 'disapointed', 'lack', 'profesionalism', 'shown', 'qantas', 'staf', 'today', 'handling', 'flight', 'cancelations', 'due', 'weather', 'flight', 'schedule', 'leave', 'canceled', 'day', 'however', 'notified', 'got', 'airport', 'check', 'told', 'would', 'put', 'last', 'flight', 'left', 'asked', 'received', 'notification', 'told', 'atempted', 'cal', 'earlier', 'day', 'mised', 'cals', 'private', 'number', 'voicemail', 'expected', 'understand', 'formal', 'notice', 'cancelation', 'departure', 'airport', 'explained', 'geting', 'home', 'city', 'hours', 'later', 'would', 'leave', 'stranded', 'airport', 'person', 'picking', 'unable', 'later', 'hour', 'unable', 'arange', 'alternate', 'without', 'notice', 'told', 'would', 'receive', 'cab', 'charge', 'asist', 'compensate', 'inconvenience', 'got', 'sydney', 'denied', 'asistance', 'told', 'one', 'thousands', 'people', 'stranded', 'day']",0
